Time(s),Speed(km/h)
965,27.2364
966,26.168
967,27.1124
968,30.8605
969,36.1506
970,40.8389
971,46.0098
972,49.3602
973,52.0896
974,53.3613
975,52.7194
976,53.6487
977,52.9674
978,52.2221
979,50.1693
980,47.0461
981,41.229
982,34.0982
983,28.8861
984,24.7265
985,20.3121
986,14.4747
987,13.5587
988,11.5633
989,9.0204
990,6.3405
991,5.3251
992,4.359
993,1.117
994,-0.0823
995,-0.0073
996,-0.0028
997,-0.0028
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,1.1423
1036,4.4053
1037,8.439
1038,14.3064
1039,20.154
1040,25.1576
1041,29.6987
1042,33.9889
1043,36.8839
1044,38.4147
1045,40.1807
1046,42.6998
1047,44.3501
1048,45.7044
1049,47.7538
1050,50.2814
1051,51.9368
1052,53.1659
1053,53.5727
1054,53.82
1055,53.3816
1056,53.3233
1057,52.8707
1058,52.2049
1059,51.4761
1060,49.2519
1061,46.2714
1062,43.2105
1063,40.0882
1064,35.6566
1065,30.0626
1066,24.808
1067,20.1847
1068,15.9956
1069,13.0869
1070,12.5416
1071,12.0974
1072,12.5889
1073,15.1855
1074,19.4551
1075,23.36
1076,25.5301
1077,26.5084
1078,27.8392
1079,29.734
1080,32.6893
1081,36.6261
1082,40.9279
1083,45.5524
1084,50.7427
1085,54.9861
1086,57.6761
1087,60.0117
1088,62.0008
1089,63.1681
1090,63.0521
1091,62.1733
1092,61.3062
1093,60.4513
1094,59.6107
1095,58.7848
1096,57.9667
1097,58.3738
1098,58.5735
1099,58.9588
1100,60.104
1101,60.3836
1102,61.6533
1103,62.5235
1104,63.0686
1105,62.7439
1106,62.126
1107,61.5762
1108,60.7271
1109,59.8911
1110,59.067
1111,58.9591
1112,60.4648
1113,62.0693
1114,63.0847
1115,63.4785
1116,63.5239
1117,62.711
1118,61.8766
1119,61.7682
1120,61.8428
1121,63.4227
1122,65.5728
1123,68.386
1124,69.1474
1125,69.4924
1126,68.9548
1127,68.0863
1128,67.2621
1129,66.9059
1130,66.5878
1131,65.6718
1132,63.9022
1133,60.4284
1134,55.4564
1135,49.6201
1136,43.6851
1137,38.0414
1138,34.8572
1139,31.8317
1140,28.0636
1141,25.0003
1142,21.9804
1143,18.5707
1144,15.567
1145,15.1049
1146,14.641
1147,14.7071
1148,15.8557
1149,16.5061
1150,19.0352
1151,21.2863
1152,23.2817
1153,24.6392
1154,24.4743
1155,22.7573
1156,17.8521
1157,12.7744
1158,12.1842
1159,11.7354
1160,12.1997
1161,15.2349
1162,21.0334
1163,26.5004
1164,32.1816
1165,37.367
1166,42.0566
1167,46.3513
1168,50.2164
1169,54.3692
1170,58.8395
1171,62.836
1172,66.4769
1173,69.7788
1174,72.8036
1175,74.5566
1176,76.0378
1177,77.4714
1178,78.8199
1179,80.0891
1180,81.3201
1181,82.8665
1182,84.2925
1183,85.6367
1184,86.9484
1185,88.022
1186,88.542
1187,89.0691
1188,89.8825
1189,90.6937
1190,91.4606
1191,92.1994
1192,92.9277
1193,93.599
1194,94.2555
1195,94.4579
1196,94.5152
1197,94.1318
1198,93.5552
1199,93.2208
1200,92.9825
1201,92.8476
1202,92.8841
1203,93.1349
1204,93.3854
1205,93.6459
1206,94.158
1207,94.8148
1208,95.2843
1209,95.7375
1210,96.2361
1211,97.0051
1212,97.6954
1213,98.3049
1214,98.6736
1215,98.2991
1216,97.8993
1217,97.6817
1218,97.4677
1219,97.2993
1220,97.2878
1221,97.3224
1222,97.362
1223,97.4503
1224,97.5401
1225,97.6212
1226,97.7038
1227,97.7464
1228,97.5879
1229,97.0896
1230,96.8977
1231,96.3561
1232,95.9915
1233,95.6314
1234,95.2753
1235,94.9086
1236,94.5697
1237,94.3768
1238,94.202
1239,94.0799
1240,93.9996
1241,93.9437
1242,93.9278
1243,93.9344
1244,93.9398
1245,93.6504
1246,93.4093
1247,92.9241
1248,91.6472
1249,90.878
1250,90.6176
1251,90.1143
1252,89.4668
1253,89.0236
1254,88.5699
1255,88.1025
1256,87.1393
1257,86.0672
1258,85.2558
1259,84.8862
1260,83.9948
1261,82.9472
1262,82.0263
1263,81.4328
1264,81.0078
1265,80.1812
1266,79.595
1267,79.5728
1268,79.3008
1269,79.0255
1270,79.1627
1271,79.3098
1272,79.4426
1273,79.5706
1274,79.6771
1275,79.7485
1276,79.5347
1277,79.0026
1278,78.6739
1279,78.4334
1280,78.1941
1281,77.9618
1282,77.7325
1283,77.5074
1284,77.2912
1285,77.3112
1286,77.8972
1287,78.5197
1288,78.8839
1289,78.9701
1290,78.8396
1291,78.7058
1292,78.4866
1293,77.6949
1294,77.4865
1295,77.3222
1296,77.1621
1297,77.0039
1298,76.8475
1299,76.6951
1300,75.7464
1301,74.5928
